Time,Motion,Light,Temp,Humidity,Distance
2026-04-26 08:00:00,0,961,30.0,45.0,82
2026-04-26 08:00:00,1,962,30.0,45.0,86
2026-04-26 08:00:00,0,967,30.0,45.0,90
2026-04-26 08:00:00,0,960,30.0,45.0,90
2026-04-26 08:00:00,1,961,30.0,45.0,86
2026-04-26 08:00:00,0,965,30.0,45.0,90
2026-04-26 08:00:00,1,972,30.0,45.0,87
2026-04-26 08:00:00,0,962,30.0,45.0,87
2026-04-26 08:00:00,1,968,30.0,45.0,82
2026-04-26 08:00:00,0,968,30.0,45.0,82
2026-04-26 08:00:00,1,970,30.0,45.0,82
2026-04-26 08:00:00,0,964,30.0,45.0,84
2026-04-26 08:00:00,0,969,30.0,45.0,82
2026-04-26 08:00:00,1,966,30.0,45.0,82
2026-04-26 08:00:00,0,968,30.0,45.0,86
2026-04-26 08:00:00,1,966,30.0,45.0,84
2026-04-26 08:01:00,0,1039,30.0,45.0,120
2026-04-26 08:01:00,0,1042,30.0,45.0,123
2026-04-26 08:01:00,0,1042,30.0,45.0,125
2026-04-26 08:01:00,0,1043,30.0,45.0,125
2026-04-26 08:01:00,0,1043,30.0,45.0,120
2026-04-26 08:01:00,0,1042,30.0,45.0,123
2026-04-26 08:01:00,0,1036,30.0,45.0,120
2026-04-26 08:01:00,0,1036,30.0,45.0,120
2026-04-26 08:01:00,0,1037,30.0,45.0,120
2026-04-26 08:01:00,0,1043,30.0,45.0,124
2026-04-26 08:01:00,0,1043,30.0,45.0,124
2026-04-26 08:01:00,0,1041,30.0,45.0,125
2026-04-26 08:01:00,0,1035,30.0,45.0,125
2026-04-26 08:01:00,0,1039,30.0,45.0,125
2026-04-26 08:01:00,0,1043,30.0,45.0,125
2026-04-26 08:02:00,0,1036,30.0,45.0,121
2026-04-26 08:02:00,0,1036,30.0,45.0,120
2026-04-26 08:02:00,0,1044,30.0,45.0,120
2026-04-26 08:02:00,0,1045,30.0,45.0,120
2026-04-26 08:02:00,0,1044,30.0,45.0,120
2026-04-26 08:02:00,0,1045,30.0,45.0,122
2026-04-26 08:02:00,0,1043,30.0,45.0,120
2026-04-26 08:02:00,0,1042,30.0,45.0,120
2026-04-26 08:02:00,0,1040,30.0,45.0,120
2026-04-26 08:02:00,0,1036,30.0,45.0,120
2026-04-26 08:02:00,0,1035,30.0,45.0,120
2026-04-26 08:02:00,0,1044,30.0,45.0,125
2026-04-26 08:02:00,0,1038,30.0,45.0,125
2026-04-26 08:02:00,0,1037,30.0,45.0,125
2026-04-26 08:02:00,0,1038,30.0,45.0,121
2026-04-26 08:02:00,0,1037,30.0,45.0,121
2026-04-26 08:03:00,0,1037,30.0,45.0,124
2026-04-26 08:03:00,0,1042,30.0,45.0,120
2026-04-26 08:03:00,0,1042,30.0,45.0,120
2026-04-26 08:03:00,0,1037,30.0,45.0,120
2026-04-26 08:03:00,0,1037,30.0,45.0,120
2026-04-26 08:03:00,0,1040,30.0,45.0,120
2026-04-26 08:03:00,0,1035,30.0,45.0,120
2026-04-26 08:03:00,0,1042,30.0,45.0,122
2026-04-26 08:03:00,0,1038,30.0,45.0,122
2026-04-26 08:03:00,0,1040,30.0,45.0,120
2026-04-26 08:03:00,0,1041,30.0,45.0,120
2026-04-26 08:03:00,0,1040,30.0,45.0,120
2026-04-26 08:03:00,0,1039,30.0,45.0,120
2026-04-26 08:03:00,0,1036,30.0,45.0,120
2026-04-26 08:04:00,0,1043,30.0,45.0,123
2026-04-26 08:04:00,0,1044,30.0,45.0,123
2026-04-26 08:04:00,0,1042,30.0,45.0,123
2026-04-26 08:04:00,0,1036,30.0,45.0,121
2026-04-26 08:04:00,0,1041,30.0,45.0,124
2026-04-26 08:04:00,0,1043,30.0,45.0,124
2026-04-26 08:04:00,0,1040,30.0,45.0,124
2026-04-26 08:04:00,0,1035,30.0,45.0,124
2026-04-26 08:04:00,0,1035,30.0,45.0,125
2026-04-26 08:04:00,0,1035,30.0,45.0,125
2026-04-26 08:04:00,0,1039,30.0,45.0,125
2026-04-26 08:04:00,0,1042,30.0,45.0,125
2026-04-26 08:04:00,0,1043,30.0,45.0,125
2026-04-26 08:04:00,0,1045,30.0,45.0,125
2026-04-26 08:04:00,0,1035,30.0,45.0,120
2026-04-26 08:04:00,0,1040,30.0,45.0,124
2026-04-26 08:05:00,0,1044,30.0,45.0,120
2026-04-26 08:05:00,0,1036,30.0,45.0,120
2026-04-26 08:05:00,0,1037,30.0,45.0,125
2026-04-26 08:05:00,0,1039,30.0,45.0,125
2026-04-26 08:05:00,0,1035,30.0,45.0,121
2026-04-26 08:05:00,0,1039,30.0,45.0,121
2026-04-26 08:05:00,0,1041,30.0,45.0,125
2026-04-26 08:05:00,0,1036,30.0,45.0,125
2026-04-26 08:05:00,0,1043,30.0,45.0,121
2026-04-26 08:05:00,0,1038,30.0,45.0,121
2026-04-26 08:05:00,0,1036,30.0,45.0,120
2026-04-26 08:05:00,0,1043,30.0,45.0,120
2026-04-26 08:05:00,0,1037,30.0,45.0,120
2026-04-26 08:05:00,0,1041,30.0,45.0,120
2026-04-26 08:06:00,0,1040,30.0,45.0,120
2026-04-26 08:06:00,0,1039,30.0,45.0,122
2026-04-26 08:06:00,0,1035,30.0,45.0,125
2026-04-26 08:06:00,0,1044,30.0,45.0,125
2026-04-26 08:06:00,0,1042,30.0,45.0,125
2026-04-26 08:06:00,0,1038,30.0,45.0,123
2026-04-26 08:06:00,0,1043,30.0,45.0,123
2026-04-26 08:06:00,0,1040,30.0,45.0,123
2026-04-26 08:06:00,0,1039,30.0,45.0,123
2026-04-26 08:06:00,0,1037,30.0,45.0,125
2026-04-26 08:06:00,0,1045,30.0,45.0,125
2026-04-26 08:06:00,0,1035,30.0,45.0,125
2026-04-26 08:06:00,0,1040,30.0,45.0,125
2026-04-26 08:06:00,0,1045,30.0,45.0,125
2026-04-26 08:06:00,0,1044,30.0,45.0,125
2026-04-26 08:06:00,0,1037,30.0,45.0,125
2026-04-26 08:07:00,0,1036,30.0,45.0,125
2026-04-26 08:07:00,0,1043,30.0,45.0,120
2026-04-26 08:07:00,0,1037,30.0,45.0,120
2026-04-26 08:07:00,0,1039,30.0,45.0,120
2026-04-26 08:07:00,0,1042,30.0,45.0,123
2026-04-26 08:07:00,0,1036,30.0,45.0,120
2026-04-26 08:07:00,0,1040,30.0,45.0,120
2026-04-26 08:07:00,0,1042,30.0,45.0,124
2026-04-26 08:07:00,0,1039,30.0,45.0,125
2026-04-26 08:07:00,0,1036,30.0,45.0,125
2026-04-26 08:07:00,0,1040,30.0,45.0,125
2026-04-26 08:07:00,0,1036,30.0,45.0,120
2026-04-26 08:07:00,0,1043,30.0,45.0,125
2026-04-26 08:07:00,0,1039,30.0,45.0,122
2026-04-26 08:07:00,0,1039,30.0,45.0,120
2026-04-26 08:08:00,0,1035,30.0,45.0,122
2026-04-26 08:08:00,0,1039,30.0,45.0,125
2026-04-26 08:08:00,0,1044,30.0,45.0,120
2026-04-26 08:08:00,0,1045,30.0,45.0,122
2026-04-26 08:08:00,0,1036,30.0,45.0,120
2026-04-26 08:08:00,0,1040,30.0,45.0,120
2026-04-26 08:08:00,0,1035,30.0,45.0,124
2026-04-26 08:08:00,0,1037,30.0,45.0,125
2026-04-26 08:08:00,0,1038,30.0,45.0,125
2026-04-26 08:08:00,0,1036,30.0,45.0,125
2026-04-26 08:08:00,0,1036,30.0,45.0,122
2026-04-26 08:08:00,0,1038,30.0,45.0,122
2026-04-26 08:08:00,0,1039,30.0,45.0,122
2026-04-26 08:08:00,0,1042,30.0,45.0,120
2026-04-26 08:09:00,0,1038,30.0,45.0,120
2026-04-26 08:09:00,0,1041,30.0,45.0,120
2026-04-26 08:09:00,0,1040,30.0,45.0,122
2026-04-26 08:09:00,0,1045,30.0,45.0,125
2026-04-26 08:09:00,0,1045,30.0,45.0,125
2026-04-26 08:09:00,0,1039,30.0,45.0,120
2026-04-26 08:09:00,0,1042,30.0,45.0,120
2026-04-26 08:09:00,0,1037,30.0,45.0,123
2026-04-26 08:09:00,0,1035,30.0,45.0,125
2026-04-26 08:09:00,0,1040,30.0,45.0,125
2026-04-26 08:09:00,0,1039,30.0,45.0,125
2026-04-26 08:09:00,0,1037,30.0,45.0,125
2026-04-26 08:09:00,0,1035,30.0,45.0,125
2026-04-26 08:09:00,0,1037,30.0,45.0,125
2026-04-26 08:09:00,0,1039,30.0,45.0,121
2026-04-26 08:10:00,0,1045,30.0,45.0,120
2026-04-26 08:10:00,0,1041,30.0,45.0,123
2026-04-26 08:10:00,0,1035,30.0,45.0,123
2026-04-26 08:10:00,0,1040,30.0,45.0,120
2026-04-26 08:10:00,0,1037,30.0,45.0,120
2026-04-26 08:10:00,0,1038,30.0,45.0,123
2026-04-26 08:10:00,0,1039,30.0,45.0,125
2026-04-26 08:10:00,0,1045,30.0,45.0,125
2026-04-26 08:10:00,0,1044,30.0,45.0,122
2026-04-26 08:10:00,0,1042,30.0,45.0,122
2026-04-26 08:10:00,0,1044,30.0,45.0,122
2026-04-26 08:10:00,0,1045,30.0,45.0,125
2026-04-26 08:10:00,0,1039,30.0,45.0,125
2026-04-26 08:10:00,0,1040,30.0,45.0,125
2026-04-26 08:11:00,0,1042,30.1,45.1,121
2026-04-26 08:11:00,0,1041,30.1,45.1,121
2026-04-26 08:11:00,0,1040,30.1,45.1,123
2026-04-26 08:11:00,0,1035,30.1,45.1,120
2026-04-26 08:11:00,0,1045,30.1,45.1,125
2026-04-26 08:11:00,0,1036,30.1,45.1,123
2026-04-26 08:11:00,0,1044,30.1,45.1,123
2026-04-26 08:11:00,0,1036,30.1,45.1,123
2026-04-26 08:11:00,0,1035,30.1,45.1,125
2026-04-26 08:11:00,0,1037,30.1,45.1,122
2026-04-26 08:11:00,0,1042,30.1,45.1,120
2026-04-26 08:11:00,0,1035,30.1,45.1,120
2026-04-26 08:11:00,0,1040,30.1,45.1,120
2026-04-26 08:11:00,0,1044,30.1,45.1,120
2026-04-26 08:11:00,0,1044,30.1,45.1,120
2026-04-26 08:12:00,0,1036,30.1,45.1,122
2026-04-26 08:12:00,0,1040,30.1,45.1,122
2026-04-26 08:12:00,0,1045,30.1,45.1,120
2026-04-26 08:12:00,0,1043,30.1,45.1,120
2026-04-26 08:12:00,0,1035,30.1,45.1,120
2026-04-26 08:12:00,0,1038,30.1,45.1,123
2026-04-26 08:12:00,0,1043,30.1,45.1,120
2026-04-26 08:12:00,0,1043,30.1,45.1,120
2026-04-26 08:12:00,0,1035,30.1,45.1,124
2026-04-26 08:12:00,0,1041,30.1,45.1,124
2026-04-26 08:12:00,0,1041,30.1,45.1,124
2026-04-26 08:12:00,0,1043,30.1,45.1,124
2026-04-26 08:12:00,0,1035,30.1,45.1,124
2026-04-26 08:12:00,0,1040,30.1,45.1,124
2026-04-26 08:12:00,0,1039,30.1,45.1,125
2026-04-26 08:13:00,0,1038,30.1,45.1,120
2026-04-26 08:13:00,0,1039,30.1,45.1,120
2026-04-26 08:13:00,0,1045,30.1,45.1,122
2026-04-26 08:13:00,0,1041,30.1,45.1,125
2026-04-26 08:13:00,0,1039,30.1,45.1,125
2026-04-26 08:13:00,0,1040,30.1,45.1,120
2026-04-26 08:13:00,0,1035,30.1,45.1,120
2026-04-26 08:13:00,0,1044,30.1,45.1,120
2026-04-26 08:13:00,0,1036,30.1,45.1,120
2026-04-26 08:13:00,0,1038,30.1,45.1,120
2026-04-26 08:13:00,0,1040,30.1,45.1,120
2026-04-26 08:13:00,0,1040,30.1,45.1,120
2026-04-26 08:13:00,0,1035,30.1,45.1,120
2026-04-26 08:13:00,0,1042,30.1,45.1,122
2026-04-26 08:13:00,0,1043,30.1,45.1,120
2026-04-26 08:14:00,0,1035,30.1,45.1,124
2026-04-26 08:14:00,0,1043,30.1,45.1,125
2026-04-26 08:14:00,0,1042,30.1,45.1,125
2026-04-26 08:14:00,0,1040,30.1,45.1,122
2026-04-26 08:14:00,0,1040,30.1,45.1,125
2026-04-26 08:14:00,0,1039,30.1,45.1,125
2026-04-26 08:14:00,0,1037,30.1,45.1,121
2026-04-26 08:14:00,0,1040,30.1,45.1,123
2026-04-26 08:14:00,0,1036,30.1,45.1,123
2026-04-26 08:14:00,0,1042,30.1,45.1,123
2026-04-26 08:14:00,0,1041,30.1,45.1,120
2026-04-26 08:14:00,0,1040,30.1,45.1,120
2026-04-26 08:14:00,0,1040,30.1,45.1,120
2026-04-26 08:14:00,0,1045,30.1,45.1,120
2026-04-26 08:15:00,0,1041,30.1,45.1,122
2026-04-26 08:15:00,0,1043,30.1,45.1,124
2026-04-26 08:15:00,0,1035,30.1,45.1,124
2026-04-26 08:15:00,0,1045,30.1,45.1,125
2026-04-26 08:15:00,0,1040,30.1,45.1,121
2026-04-26 08:15:00,0,1043,30.1,45.1,121
2026-04-26 08:15:00,0,1040,30.1,45.1,120
2026-04-26 08:15:00,0,1038,30.1,45.1,120
2026-04-26 08:15:00,0,1041,30.1,45.1,120
2026-04-26 08:15:00,0,1037,30.1,45.1,120
2026-04-26 08:15:00,0,1038,30.1,45.1,120
2026-04-26 08:15:00,0,1043,30.1,45.1,120
2026-04-26 08:15:00,0,1040,30.1,45.1,124
2026-04-26 08:15:00,0,1044,30.1,45.1,122
2026-04-26 08:15:00,0,1039,30.1,45.1,122
2026-04-26 08:16:00,0,1038,30.1,45.1,124
2026-04-26 08:16:00,0,1041,30.1,45.1,125
2026-04-26 08:16:00,0,1038,30.1,45.1,125
2026-04-26 08:16:00,0,1037,30.1,45.1,125
2026-04-26 08:16:00,0,1044,30.1,45.1,120
2026-04-26 08:16:00,0,1038,30.1,45.1,120
2026-04-26 08:16:00,0,1041,30.1,45.1,120
2026-04-26 08:16:00,0,1038,30.1,45.1,120
2026-04-26 08:16:00,0,1045,30.1,45.1,124
2026-04-26 08:16:00,0,1042,30.1,45.1,125
2026-04-26 08:16:00,0,1043,30.1,45.1,125
2026-04-26 08:16:00,0,1041,30.1,45.1,121
2026-04-26 08:16:00,0,1038,30.1,45.1,125
2026-04-26 08:16:00,0,1035,30.1,45.1,125
2026-04-26 08:16:00,0,1041,30.1,45.1,125
2026-04-26 08:16:00,0,1043,30.1,45.1,125
2026-04-26 08:17:00,0,1040,30.1,45.1,121
2026-04-26 08:17:00,0,1043,30.1,45.1,121
2026-04-26 08:17:00,0,1042,30.1,45.1,121
2026-04-26 08:17:00,0,1038,30.1,45.1,125
2026-04-26 08:17:00,0,1040,30.1,45.1,121
2026-04-26 08:17:00,0,1045,30.1,45.1,121
2026-04-26 08:17:00,0,1044,30.1,45.1,121
2026-04-26 08:17:00,0,1045,30.1,45.1,121
2026-04-26 08:17:00,0,1040,30.1,45.1,120
2026-04-26 08:17:00,0,1045,30.1,45.1,120
2026-04-26 08:17:00,0,1039,30.1,45.1,120
2026-04-26 08:17:00,0,1044,30.1,45.1,125
2026-04-26 08:17:00,0,1040,30.1,45.1,125
2026-04-26 08:17:00,0,1036,30.1,45.1,125
2026-04-26 08:17:00,0,1041,30.1,45.1,125
2026-04-26 08:17:00,0,1041,30.1,45.1,125
2026-04-26 08:18:00,0,1042,30.1,45.1,125
2026-04-26 08:18:00,0,1039,30.1,45.1,125
2026-04-26 08:18:00,0,1043,30.1,45.1,125
2026-04-26 08:18:00,0,1043,30.1,45.1,125
2026-04-26 08:18:00,0,1036,30.1,45.1,122
